establecimiento_nro_registro;establecimiento_denominacion;direccion;establecimiento_tipo;fabricante_tipo_codigo;fabricante_tipo_desc
FP00798;Cliladent, S.L.;Calle Olvido Nº 66, 28026 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00802;P.E.D. Avila Mañas, S.L.;Calle Ramón Calabuig Nº 57, Piso/Puerta Bajo, 28053 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00803;Pablo Bardón  Díez;Calle Mercurio Nº 10, 28032 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00804;Pedro Enrique Moreno  Orio;Avenida Claveles Nº 74, 28221 Majadahonda (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00805;Pedro Pablo Vázquez  Mertens;Calle El Greco Nº 12, Piso/Puerta Local 17, 28011 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00806;Pedro Torroba  Laviña;Calle Pilar De Zaragoza Nº 57, Piso/Puerta Local Dcha., 28028 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00807;Pincres, S.L.;Calle Arganda Nº 18, 28005 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00808;Prótesis Dental Emilio Cuadrón, S.L.;Calle Daniel Segovia Nº 9, Piso/Puerta Local, 28024 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00809;Prótesis Dental Lucio Álvarez, S.L.;Avenida Democracia Nº 7, Piso/Puerta 2º - N. 201, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00812;Hiades Dental Pro, S.L.P.U.;Calle Rotonda Del Ebro Nº 4, Piso/Puerta local 9A, 28210 Valdemorillo (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00814;Evodentmj,S.L.;Calle Ayamonte Nº 4, Piso/Puerta Local 2, 28025 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00816;Laboratorio Dident, S.L.;Calle Fuentespina Nº 6, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00817;Ulises Cruz Briceño Y Ernesto Cruz Briceño Sc.;Calle Andrea Jordán Nº 2, 28021 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00818;Orlando Lafuente  Méndez;Calle Chile Nº 19, Piso/Puerta Local D, 28822 Coslada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00821;Centro De Urgencias Odontológicas Anadent, S.L.;Calle Luis Gómez Nº 12, Piso/Puerta Sótano, 28025 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00822;Dentifres, S.L.;Calle José De Cadalso Nº 55, Piso/Puerta Bajo, 28044 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00823;Diego Escudero  Renedo;Calle San Cristóbal De La Laguna Nº 67, Piso/Puerta Chalet, 28300 Aranjuez (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00824;H.G. Dental, C.B.;Calle San David Nº 8, Piso/Puerta Local 3, 28019 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00825;Fedérico Rubio García;Calle Almansa Nº 58, Piso/Puerta Local 3, 28039 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00826;Laboratorio Pentadental S. Coop. Mad.;Calle Seseña Nº 38, Piso/Puerta Local 3, 28024 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00827;Fulgeredent, S.L.;Calle Vencejo Nº 1, Piso/Puerta Bajo, 28818 Anchuelo (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00828;Jens Müller O.P.C., S.L.;Sector Oficios Nº 34, 28760 Tres Cantos (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00829;Clautemlab, S.L.;Calle Aguacate Nº 23, Piso/Puerta Nave 2 Pta.3, 28044 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00830;Jorge Cuadrado  Maceda;Calle General Martitegui Nº 15, Piso/Puerta Local, 28342 Valdemoro (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00831;Jesús Del Castillo Escobar;Calle Pobla De Segur Nº 18, Piso/Puerta Local, 28033 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00832;Ortopedia Pérez Borges, S.L.;Calle Infanta María Teresa Nº 11, Piso/Puerta Bajo, 28016 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00834;Centro Ortopédico Torrejón, S.L.;Calle Lisboa Nº 27, 28850 Torrejón De Ardoz (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00835;Juan Antonio Martínez Canovas;Calle Apóstol Santiago Nº 61, Piso/Puerta Local 40, 28017 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00837;Elysee Dental Ibérica, S.L.;Calle Alcarria Nº 1, Piso/Puerta Bloque B, 28823 Coslada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00840;Muñoz Cejudo Dental, S.L.;Calle Francisco Javier Sauquillo Nº 1, Piso/Puerta L-G, 28932 Móstoles (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00841;Ángel Lorenzo Chiscano, S.L.;Calle Ribera Del Loira Nº 56-58, 28042 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00844;Prim, S.A.;Calle Marcelino Camacho Nº 20, 28938 Móstoles (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00845;Juan Adrián Guerra González;Avenida Canillejas A Vicálvaro Nº 123, Piso/Puerta Local 1, 28022 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00846;Beltrán Rodríguez Rodríguez;Calle Martín Soler Nº 6, Piso/Puerta Bajo, 28045 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00847;Dientes Únicos, S.L.;Calle Puerto De Galapagar Nº 8, Piso/Puerta LOCAL 3, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00848;Juan Pedro Sánchez Serrano;Calle San Rafael Nº 8, 28691 Villanueva De La Cañada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00851;Ricardo Negrillo Díaz;Calle Carabelos Nº 39, Piso/Puerta L-P. Baja, 28041 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00853;Julio Cantador Martin;Plaza Tuy Nº 1, Piso/Puerta Local, 28029 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00854;Ángel Dueñas Arribas;Calle Fernando El Católico Nº 21, 28015 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00855;Moises Domínguez Ruiz;Paseo Castellana Nº 205, Piso/Puerta Post., 28046 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00856;Elena Gordillo Muñoz;Calle Pedriza Nº 107, Piso/Puerta Pta. E, 28260 Galapagar (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00857;Iliana Rojo Ortego;Calle Valdeparazuelos Nº 1, Piso/Puerta Local 1, 28500 Arganda Del Rey (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00859;José Soriano Carrión;Calle Puerto De Valencia Nº 18, Piso/Puerta Local 2, 28821 Coslada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00861;Dental Dot Lab, S.R.L.;Calle Felipe Campos Nº 23, Piso/Puerta Bajo, 28002 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00862;Cristina Oliva Campos;Calle Segovia Nº 8, Piso/Puerta Local, 28005 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00863;Secret Aligner, S.L.;Calle Sangenjo Nº 34, Piso/Puerta local, 28034 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00865;David Parrón Pino;Calle San Restituto Nº 25, Piso/Puerta Local 3, 28039 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00866;Franhur, Salud Integral Multidisciplinar, S.L.;Calle Cavanilles Nº 33, 28007 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00867;Laboratorio Artprodent, S.L.;Calle Radio Utopía Nº 1, 28703 San Sebastián De Los Reyes (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00868;Viax Technologies Erope S.L.;Calle Alsasua Nº 14-16, Piso/Puerta Bjo-Dcha. 2, 28023 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00869;Joaquín Rosado Catalá;Paseo Comandante Fortea Nº 14, Piso/Puerta B-Dcha., 28008 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00870;Artashes Charkhifalakyan;Calle Húmera Nº 14, 28945 Fuenlabrada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00871;Beautifull Smile Asociados, S.L.U.;Carretera Fuencarral Nº 44, Piso/Puerta Edif. 8 - L 35, 28108 Alcobendas (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00872;Ortopoc Dental, S.L.;Plaza Alcira Nº 8, Piso/Puerta Local, 28039 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00873;Noelia De La Iglesia Santiago;Calle Río Segre Nº 6, Piso/Puerta Local, 28923 Alcorcón (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00875;Hospital Gregorio Marañon;Calle Doctor Esquerdo Nº 46, 28007 Madrid (Madrid);Fabricante de productos sanitarios a medida;3;Otros
FP00876;Ortopedia Chamartin, S.R.L.;Calle Rafael Herrera Nº 11, Piso/Puerta Local 5, 28036 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00877;Orlando Zapata Velasquez;Calle Casimiro Escudero Nº 13, Piso/Puerta Local 3, 28025 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00878;Jorge Descalzo Morali;Calle Garabay Nº 9, 28850 Torrejón De Ardoz (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00879;Victor José Fernández Hernández;Calle Buenavista Nº 88, Piso/Puerta Bj. Izq., 28600 Navalcarnero (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00880;Edesdev S.L.U.;Avenida Industria Nº 6, Piso/Puerta Portal 8, 28108 Alcobendas (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00881;Ortopedia Galileo, S.L.;Calle García De Paredes Nº 74, Piso/Puerta Local, 28010 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00883;Diseño Cad Cam, S.L.;Calle Alejandro González Nº 5, Piso/Puerta Local, 28028 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00884;Tomás Javier López Izquierdo;Calle Florencio García Nº 6, Piso/Puerta Bajo Local 9, 28027 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00885;Dsd 3d Printing Lab S.L;Calle Chile Nº 10, Piso/Puerta Of. 201, 28016 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00886;Santiago García Quesada;Calle Prado Monjas Nº 5, 28492 Boalo, El (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00887;Molarlab, C.B.;Calle Oviedo Nº 2, 28934 Móstoles (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00888;Zen System Technologies, S.L.;Calle Arboleda Nº 2, Piso/Puerta 4-401, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00889;Gt-Factory, S.L.;Camino Hormigueras Nº 122 Bis, Piso/Puerta 3º - Pta. 1, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00890;Laboratorio Dental Mª Belén García García, S.L.;Carretera Canillas Nº 138, Piso/Puerta Local 17 C, 28043 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00891;Ortopedia Parafarmacia Edamar S.L.;Calle Soria Nº 9, 28921 Alcorcón (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00892;Fernando Moral Jiménez;Calle Villalobos Nº 145, Piso/Puerta Local 1, 28018 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00893;Silvia Alvárez Del Valle;Calle Sambara Nº 153, Piso/Puerta Local, 28027 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00894;Pablo Bernardo Calamani;Calle Doctor Criado Nº 12, Piso/Puerta Local, 28021 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00895;Gustavo Adolfo Sánchez Angulo;Plaza Tejar Nº 2, 28921 Alcorcón (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00896;Ignacio Costi Serrano;Calle Ramón Gómez De La Serna Nº 2, Piso/Puerta 4º, 28035 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00897;Inter 3 Dental 2018, S.L.;Avenida Somosierra Nº s/n, 28703 San Sebastián De Los Reyes (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00898;Quick Smile, S.L.;Calle Casas De Miravete Nº 24C, Piso/Puerta 3-1B, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00899;Ortopesa Oropesa, S.L.;Calle Puerto De Cotos Nº 4, 28935 Móstoles (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00900;Nanodent Digital Labs, S.L.;Avenida Canillejas A Vicálvaro Nº 91, 28022 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00901;Pilar González Carrasco;Calle Coronel De Palma Nº 7, 28934 Móstoles (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00902;Uni2 Estetica Dental S.L.;Calle Hontalbilla Nº 16, Piso/Puerta Local 1, 28034 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00903;Carlos Martín Largacha;Calle Euskalduna Nº 1, Piso/Puerta Local-post., 28021 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00905;Giovanni Acito;Avenida Palomeras Nº 27, Piso/Puerta Post. - Local, 28018 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00906;Mimlab Dental, S.L.;Calle Puerta De Abajo Nº 43, Piso/Puerta 1º, 28430 Alpedrete (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00907;Halyna Kutsyk;Calle Mercedes Arteaga Nº 49, Piso/Puerta Local, 28019 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00908;Js Institute And Digital Lab, S.L.;Avenida Montepríncipe Nº 23D, Piso/Puerta Bajo, 28660 Boadilla Del Monte (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00909;Marcos De La Vega Castells;Calle Federico García Lorca Nº 1, 28806 Alcalá De Henares (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00911;C.A.T. Sin Barreras, S.L.;Calle Riojanos Nº 9, Piso/Puerta Post. - L. 2, 28018 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00912;Jesús De Yñigo Mojado;Calle Picasso Nº 1, Piso/Puerta 1º- Local 1, 28691 Villanueva De La Cañada (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00913;Juan Delgado  Espinosa;Calle Caballero De Gracia Nº 7, Piso/Puerta Local, 28013 Madrid (Madrid);Fabricante de productos sanitarios a medida;3;Otros
FP00914;Estetyc Lab Damaris, S.L.;Calle Jacobinia Nº 64, Piso/Puerta Bj-Bis, 28047 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00915;Proceta Jr, S.L.;Calle Tarragona Nº 23, Piso/Puerta Local 4, 28045 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00916;Emilio José Ferreras García;Calle Andrés Mellado Nº 29, Piso/Puerta Local 33, 28015 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00917;Dsd Planning Center, S.L.;Calle Enrique Granados Nº 6, Piso/Puerta Edif. B - 2º, 28224 Pozuelo De Alarcón (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00918;Cristina Sánchez López;Calle Resina Nº 39, Piso/Puerta Nave 9, 28021 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00919;Digital Anatomics, S.L.;Avenida Gregorio Peces Barba Nº 1, 28919 Leganés (Madrid);Fabricante de productos sanitarios a medida;3;Otros
FP00920;Ana María Rueda Sánchez;Calle Portugal Nº 44, 28943 Fuenlabrada (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00921;Marcelo Fabián García López;Calle Belén Nº 15, 28981 Parla (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00922;Ortopedia Neoforma, S.L.;Calle Desarrollo Nº 3, Piso/Puerta L6-L7, 28938 Móstoles (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00923;Blue Royal Dental, S.L.;Calle Madrid Nº 36, Piso/Puerta Local, 28850 Torrejón De Ardoz (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00924;42 Lab Dental 2022 Sl;Calle Empecinado Nº 62, Piso/Puerta Local 12, 28936 Móstoles (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00925;Gaytan Sucesores, S.L.;Calle Jorge Juan Nº 15, 28001 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00926;Matias Chierici Padilla;Plaza Monte Ciruelo Nº 3, Piso/Puerta Local 1, 28523 Rivas-Vaciamadrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00927;Laboratorio Cdc Lam, S.L.;Calle Casas De Miravete Nº 24B, Piso/Puerta 1º, 28031 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00928;Raúl Díaz Galán;Calle Valle Inclán Nº 103, Piso/Puerta Local 7, 28044 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00929;Gecko Medical Devices, S.L.;Calle Marqués De Viana Nº 22, Piso/Puerta Bajo, 28039 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
